date,monthly_anomaly,monthly_anomaly_uncertainty,annual_anomaly,annual_anomaly_uncertainty,five_year_anomaly,five_year_anomaly_uncertainty,ten_year_anomaly,ten_year_anomaly_uncertainty,twenty_year_anomaly,twenty_year_anomaly_uncertainty
1928-05-01,-0.304,0.136,-0.191,0.081,-0.186,0.071,-0.182,0.069,-0.192,0.067
1928-06-01,-0.385,0.128,-0.182,0.081,-0.189,0.07,-0.183,0.069,-0.191,0.067
1928-07-01,-0.206,0.158,-0.225,0.081,-0.194,0.07,-0.182,0.069,-0.189,0.067
1928-08-01,-0.237,0.166,-0.267,0.081,-0.198,0.07,-0.181,0.069,-0.188,0.067
1928-09-01,-0.266,0.137,-0.282,0.082,-0.201,0.07,-0.181,0.069,-0.187,0.066
1928-10-01,-0.145,0.112,-0.297,0.082,-0.203,0.07,-0.183,0.069,-0.186,0.066
1928-11-01,-0.137,0.113,-0.308,0.081,-0.203,0.07,-0.186,0.068,-0.184,0.066
1928-12-01,-0.147,0.116,-0.312,0.081,-0.2,0.07,-0.19,0.068,-0.184,0.066
1929-01-01,-0.414,0.11,-0.332,0.081,-0.197,0.07,-0.19,0.068,-0.183,0.066
1929-02-01,-0.534,0.109,-0.336,0.082,-0.195,0.07,-0.189,0.068,-0.183,0.066
1929-03-01,-0.403,0.106,-0.336,0.082,-0.194,0.07,-0.192,0.068,-0.182,0.066
1929-04-01,-0.382,0.121,-0.335,0.082,-0.193,0.07,-0.192,0.068,-0.182,0.066
1929-05-01,-0.438,0.132,-0.335,0.083,-0.192,0.07,-0.192,0.068,-0.181,0.066
1929-06-01,-0.434,0.123,-0.364,0.082,-0.189,0.07,-0.192,0.068,-0.179,0.066
1929-07-01,-0.444,0.161,-0.348,0.082,-0.183,0.07,-0.191,0.068,-0.178,0.066
1929-08-01,-0.295,0.168,-0.327,0.082,-0.183,0.07,-0.189,0.068,-0.177,0.066
1929-09-01,-0.266,0.139,-0.303,0.081,-0.178,0.07,-0.188,0.068,-0.176,0.066
1929-10-01,-0.128,0.116,-0.289,0.081,-0.173,0.07,-0.186,0.068,-0.175,0.066
1929-11-01,-0.141,0.117,-0.271,0.081,-0.171,0.07,-0.184,0.068,-0.173,0.066
1929-12-01,-0.492,0.115,-0.252,0.081,-0.171,0.07,-0.181,0.068,-0.169,0.065
1930-01-01,-0.22,0.11,-0.228,0.081,-0.17,0.07,-0.181,0.068,-0.168,0.065
1930-02-01,-0.282,0.111,-0.214,0.081,-0.171,0.07,-0.176,0.068,-0.166,0.065
1930-03-01,-0.119,0.1,-0.202,0.081,-0.169,0.07,-0.175,0.068,-0.166,0.065
1930-04-01,-0.206,0.122,-0.196,0.081,-0.17,0.07,-0.176,0.068,-0.164,0.065
1930-05-01,-0.22,0.131,-0.174,0.081,-0.175,0.07,-0.178,0.068,-0.163,0.065
1930-06-01,-0.213,0.127,-0.133,0.081,-0.173,0.07,-0.177,0.068,-0.162,0.065
1930-07-01,-0.152,0.156,-0.123,0.081,-0.179,0.07,-0.177,0.068,-0.16,0.065
1930-08-01,-0.123,0.167,-0.118,0.08,-0.183,0.07,-0.177,0.068,-0.159,0.065
1930-09-01,-0.13,0.134,-0.115,0.08,-0.185,0.07,-0.177,0.068,-0.158,0.065
1930-10-01,-0.057,0.118,-0.112,0.08,-0.186,0.07,-0.176,0.068,-0.157,0.065
1930-11-01,0.126,0.11,-0.11,0.08,-0.187,0.07,-0.179,0.068,-0.156,0.065
1930-12-01,-0.004,0.109,-0.098,0.08,-0.187,0.07,-0.182,0.067,-0.153,0.065
1931-01-01,-0.099,0.101,-0.087,0.08,-0.188,0.07,-0.187,0.067,-0.153,0.064
1931-02-01,-0.221,0.102,-0.077,0.08,-0.188,0.07,-0.19,0.067,-0.152,0.064
1931-03-01,-0.085,0.102,-0.071,0.08,-0.189,0.07,-0.193,0.067,-0.151,0.064
1931-04-01,-0.168,0.119,-0.059,0.08,-0.19,0.07,-0.194,0.067,-0.15,0.064
1931-05-01,-0.2,0.132,-0.073,0.08,-0.194,0.07,-0.194,0.067,-0.148,0.064
1931-06-01,-0.062,0.124,-0.073,0.08,-0.199,0.07,-0.193,0.067,-0.147,0.064
1931-07-01,-0.016,0.155,-0.055,0.08,-0.196,0.07,-0.192,0.067,-0.146,0.063
1931-08-01,-0.013,0.163,-0.052,0.08,-0.189,0.07,-0.192,0.067,-0.145,0.063
1931-09-01,-0.051,0.133,-0.054,0.08,-0.189,0.069,-0.192,0.067,-0.145,0.063
1931-10-01,0.083,0.117,-0.037,0.08,-0.188,0.069,-0.192,0.067,-0.144,0.063
1931-11-01,-0.04,0.112,-0.027,0.08,-0.183,0.069,-0.192,0.067,-0.144,0.063
1931-12-01,0.001,0.107,-0.04,0.08,-0.179,0.069,-0.19,0.067,-0.143,0.063
1932-01-01,0.107,0.121,-0.054,0.08,-0.174,0.069,-0.189,0.067,-0.14,0.063
1932-02-01,-0.178,0.106,-0.07,0.08,-0.172,0.069,-0.187,0.067,-0.138,0.063
1932-03-01,-0.11,0.099,-0.067,0.08,-0.17,0.069,-0.185,0.067,-0.138,0.063
1932-04-01,0.037,0.12,-0.077,0.08,-0.169,0.069,-0.184,0.067,-0.137,0.063
1932-05-01,-0.077,0.13,-0.1,0.08,-0.166,0.069,-0.182,0.067,-0.135,0.063
1932-06-01,-0.228,0.124,-0.115,0.079,-0.158,0.069,-0.18,0.067,-0.134,0.063
1932-07-01,-0.181,0.154,-0.145,0.079,-0.16,0.069,-0.178,0.067,-0.133,0.063
1932-08-01,-0.206,0.161,-0.153,0.079,-0.155,0.069,-0.176,0.067,-0.132,0.063
1932-09-01,-0.007,0.131,-0.171,0.078,-0.155,0.069,-0.174,0.067,-0.131,0.063
1932-10-01,-0.041,0.112,-0.198,0.078,-0.157,0.069,-0.174,0.067,-0.129,0.063
1932-11-01,-0.312,0.11,-0.217,0.079,-0.16,0.069,-0.173,0.067,-0.128,0.063
1932-12-01,-0.182,0.105,-0.231,0.079,-0.16,0.069,-0.171,0.067,-0.127,0.063
1933-01-01,-0.251,0.111,-0.24,0.08,-0.161,0.069,-0.171,0.066,-0.126,0.063
1933-02-01,-0.281,0.104,-0.24,0.08,-0.163,0.069,-0.17,0.066,-0.124,0.063
1933-03-01,-0.321,0.1,-0.269,0.08,-0.164,0.069,-0.168,0.066,-0.122,0.063
1933-04-01,-0.286,0.122,-0.284,0.08,-0.164,0.069,-0.165,0.066,-0.121,0.064
1933-05-01,-0.312,0.134,-0.29,0.08,-0.173,0.069,-0.164,0.066,-0.119,0.064
1933-06-01,-0.391,0.126,-0.309,0.079,-0.176,0.068,-0.162,0.066,-0.118,0.064
1933-07-01,-0.287,0.156,-0.31,0.079,-0.179,0.068,-0.161,0.066,-0.117,0.064
1933-08-01,-0.206,0.163,-0.294,0.079,-0.181,0.069,-0.159,0.066,-0.115,0.064
1933-09-01,-0.351,0.136,-0.299,0.079,-0.185,0.068,-0.156,0.066,-0.113,0.064
1933-10-01,-0.23,0.116,-0.304,0.078,-0.185,0.068,-0.153,0.066,-0.112,0.064
1933-11-01,-0.378,0.108,-0.291,0.078,-0.185,0.068,-0.152,0.066,-0.111,0.065
1933-12-01,-0.411,0.104,-0.273,0.078,-0.187,0.068,-0.151,0.066,-0.11,0.065
1934-01-01,-0.26,0.1,-0.261,0.078,-0.188,0.068,-0.148,0.066,-0.108,0.065
1934-02-01,-0.1,0.106,-0.257,0.078,-0.19,0.068,-0.145,0.066,-0.106,0.065
1934-03-01,-0.382,0.099,-0.243,0.078,-0.191,0.068,-0.143,0.066,-0.104,0.065
1934-04-01,-0.344,0.121,-0.227,0.078,-0.192,0.068,-0.14,0.065,-0.103,0.065
1934-05-01,-0.153,0.135,-0.191,0.078,-0.192,0.068,-0.136,0.065,-0.101,0.066
1934-06-01,-0.169,0.125,-0.16,0.078,-0.192,0.068,-0.132,0.065,-0.1,0.066
1934-07-01,-0.154,0.156,-0.169,0.078,-0.195,0.068,-0.129,0.065,-0.098,0.066
1934-08-01,-0.149,0.164,-0.155,0.078,-0.191,0.068,-0.127,0.065,-0.096,0.066
1934-09-01,-0.188,0.131,-0.138,0.078,-0.192,0.067,-0.125,0.065,-0.094,0.066
1934-10-01,-0.041,0.119,-0.136,0.078,-0.194,0.067,-0.124,0.065,-0.091,0.067
1934-11-01,0.054,0.104,-0.152,0.077,-0.193,0.067,-0.124,0.065,-0.09,0.067
1934-12-01,-0.038,0.106,-0.157,0.078,-0.189,0.067,-0.116,0.065,-0.088,0.067
1935-01-01,-0.369,0.1,-0.162,0.078,-0.186,0.067,-0.114,0.065,-0.086,0.067
1935-02-01,0.067,0.103,-0.168,0.078,-0.182,0.067,-0.11,0.065,-0.084,0.068
1935-03-01,-0.167,0.095,-0.172,0.078,-0.18,0.067,-0.109,0.065,-0.083,0.068
1935-04-01,-0.327,0.118,-0.172,0.078,-0.177,0.067,-0.106,0.065,-0.081,0.068
1935-05-01,-0.342,0.131,-0.209,0.078,-0.171,0.067,-0.104,0.064,-0.08,0.069
1935-06-01,-0.23,0.125,-0.222,0.078,-0.168,0.067,-0.102,0.064,-0.079,0.069
1935-07-01,-0.212,0.155,-0.217,0.077,-0.162,0.067,-0.1,0.064,-0.078,0.069
1935-08-01,-0.226,0.161,-0.251,0.077,-0.157,0.067,-0.098,0.064,-0.076,0.07
1935-09-01,-0.238,0.132,-0.264,0.077,-0.15,0.067,-0.097,0.064,-0.075,0.07
1935-10-01,-0.038,0.114,-0.252,0.077,-0.145,0.066,-0.096,0.064,-0.073,0.07
1935-11-01,-0.39,0.106,-0.238,0.077,-0.141,0.066,-0.097,0.064,-0.073,0.071
1935-12-01,-0.191,0.101,-0.232,0.077,-0.137,0.066,-0.095,0.064,-0.074,0.071
1936-01-01,-0.307,0.106,-0.222,0.077,-0.133,0.066,-0.095,0.064,-0.075,0.071
1936-02-01,-0.343,0.101,-0.213,0.077,-0.13,0.066,-0.092,0.064,-0.075,0.071
1936-03-01,-0.319,0.102,-0.204,0.077,-0.124,0.066,-0.092,0.063,-0.075,0.071
1936-04-01,-0.186,0.118,-0.197,0.077,-0.116,0.066,-0.091,0.063,-0.075,0.071
1936-05-01,-0.175,0.136,-0.171,0.077,-0.109,0.066,-0.089,0.063,-0.074,0.071
1936-06-01,-0.162,0.122,-0.152,0.077,-0.104,0.066,-0.088,0.063,-0.074,0.071
1936-07-01,-0.083,0.154,-0.132,0.076,-0.1,0.066,-0.087,0.063,-0.073,0.071
1936-08-01,-0.123,0.161,-0.099,0.076,-0.1,0.066,-0.087,0.063,-0.074,0.071
1936-09-01,-0.13,0.131,-0.086,0.075,-0.097,0.066,-0.088,0.063,-0.074,0.071
1936-10-01,0.043,0.117,-0.079,0.074,-0.092,0.066,-0.087,0.063,-0.074,0.071
1936-11-01,-0.075,0.106,-0.068,0.074,-0.088,0.066,-0.087,0.063,-0.074,0.071
1936-12-01,0.031,0.102,-0.054,0.074,-0.085,0.066,-0.086,0.063,-0.074,0.071
1937-01-01,-0.065,0.096,-0.046,0.074,-0.084,0.066,-0.084,0.064,-0.073,0.071
1937-02-01,0.059,0.095,-0.033,0.074,-0.082,0.066,-0.082,0.064,-0.072,0.071
1937-03-01,-0.165,0.093,-0.012,0.074,-0.079,0.066,-0.081,0.064,-0.07,0.071
1937-04-01,-0.103,0.117,-0.004,0.074,-0.08,0.066,-0.081,0.064,-0.069,0.071
1937-05-01,-0.049,0.13,0.009,0.074,-0.082,0.066,-0.08,0.065,-0.068,0.071
1937-06-01,0.008,0.119,0.004,0.074,-0.074,0.066,-0.078,0.065,-0.067,0.071
1937-07-01,0.013,0.152,0.016,0.074,-0.067,0.066,-0.076,0.066,-0.067,0.071
1937-08-01,0.037,0.161,0.016,0.074,-0.066,0.066,-0.075,0.066,-0.066,0.071
1937-09-01,0.117,0.132,0.036,0.074,-0.062,0.065,-0.076,0.067,-0.066,0.071
1937-10-01,0.145,0.115,0.049,0.074,-0.055,0.065,-0.075,0.067,-0.066,0.071
1937-11-01,0.075,0.104,0.044,0.074,-0.049,0.065,-0.073,0.068,-0.066,0.071
1937-12-01,-0.023,0.104,0.032,0.074,-0.045,0.065,-0.07,0.068,-0.065,0.071
1938-01-01,0.074,0.095,0.024,0.074,-0.039,0.066,-0.069,0.069,-0.065,0.071
1938-02-01,0.066,0.095,0.019,0.073,-0.034,0.066,-0.065,0.069,-0.066,0.071
1938-03-01,0.071,0.095,0.013,0.074,-0.029,0.066,-0.063,0.07,-0.066,0.071
1938-04-01,0.049,0.118,0.019,0.074,-0.028,0.066,-0.06,0.071,-0.065,0.071
1938-05-01,-0.103,0.132,0.018,0.074,-0.022,0.066,-0.057,0.071,-0.064,0.071
1938-06-01,-0.139,0.121,0.011,0.074,-0.015,0.066,-0.054,0.072,-0.062,0.071
1938-07-01,-0.077,0.153,0.001,0.075,-0.01,0.066,-0.051,0.073,-0.062,0.071
1938-08-01,-0.026,0.159,-0.012,0.075,-0.003,0.065,-0.048,0.073,-0.061,0.071
1938-09-01,0.042,0.137,-0.036,0.076,0.001,0.065,-0.045,0.074,-0.06,0.071
1938-10-01,0.214,0.112,-0.042,0.076,0.004,0.065,-0.04,0.075,-0.06,0.071
1938-11-01,0.069,0.107,-0.027,0.076,0.007,0.065,-0.036,0.076,-0.06,0.071
1938-12-01,-0.111,0.106,-0.015,0.076,0.01,0.066,-0.03,0.077,-0.061,0.071
1939-01-01,-0.04,0.096,-0.013,0.076,0.014,0.066,-0.025,0.078,-0.059,0.071
1939-02-01,-0.097,0.098,-0.014,0.077,0.015,0.067,-0.022,0.078,-0.057,0.071
1939-03-01,-0.214,0.098,-0.021,0.077,0.014,0.067,-0.017,0.079,-0.056,0.071
1939-04-01,-0.019,0.117,-0.045,0.079,0.017,0.068,-0.013,0.08,-0.055,0.071
1939-05-01,0.068,0.133,-0.055,0.079,0.018,0.069,-0.01,0.081,-0.053,0.071
1939-06-01,0.011,0.12,-0.011,0.08,0.021,0.07,-0.008,0.082,-0.053,0.072
1939-07-01,-0.05,0.154,-0.002,0.081,0.027,0.072,-0.005,0.083,-0.051,0.072
1939-08-01,-0.042,0.167,0.014,0.082,0.026,0.073,-0.002,0.084,-0.051,0.072
1939-09-01,-0.04,0.142,0.038,0.083,0.03,0.074,0.001,0.085,-0.05,0.072
1939-10-01,-0.069,0.13,0.05,0.084,0.032,0.076,0.004,0.086,-0.05,0.072
1939-11-01,-0.062,0.119,0.047,0.086,0.034,0.078,0.004,0.087,-0.05,0.072
1939-12-01,0.427,0.122,0.047,0.088,0.034,0.079,0.005,0.089,-0.048,0.072
1940-01-01,0.062,0.105,0.061,0.089,0.033,0.081,0.009,0.09,-0.048,0.072
1940-02-01,0.098,0.109,0.07,0.091,0.031,0.083,0.008,0.091,-0.048,0.072
1940-03-01,0.071,0.106,0.079,0.092,0.028,0.085,0.01,0.092,-0.048,0.072
1940-04-01,0.121,0.129,0.089,0.092,0.026,0.087,0.015,0.093,-0.048,0.072
1940-05-01,0.034,0.141,0.09,0.092,0.025,0.089,0.018,0.094,-0.048,0.072
1940-06-01,0.015,0.132,0.072,0.091,0.027,0.091,0.02,0.095,-0.047,0.072
1940-07-01,0.12,0.164,0.065,0.089,0.025,0.094,0.021,0.096,-0.046,0.072
1940-08-01,0.061,0.173,0.067,0.09,0.026,0.096,0.025,0.098,-0.047,0.072
1940-09-01,0.074,0.148,0.055,0.093,0.024,0.098,0.028,0.099,-0.047,0.072
1940-10-01,0.051,0.132,0.042,0.099,0.025,0.1,0.03,0.1,-0.047,0.072
1940-11-01,-0.055,0.12,0.04,0.107,0.028,0.103,0.033,0.101,-0.049,0.072
1940-12-01,0.211,0.115,0.043,0.116,0.03,0.105,0.035,0.102,-0.05,0.072
1941-01-01,-0.016,0.198,0.042,0.126,0.032,0.107,0.037,0.102,-0.051,0.072
1941-02-01,0.119,0.2,0.035,0.137,0.034,0.11,0.04,0.102,-0.052,0.072
1941-03-01,-0.072,0.2,0.012,0.149,0.034,0.112,0.043,0.102,-0.052,0.072
1941-04-01,-0.032,0.212,0.026,0.162,0.036,0.115,0.045,0.102,-0.051,0.072
1941-05-01,0.01,0.22,0.028,0.175,0.037,0.117,0.046,0.103,-0.05,0.072
1941-06-01,0.042,0.211,0.027,0.189,0.043,0.12,0.045,0.103,-0.049,0.072
1941-07-01,0.112,0.229,0.056,0.19,0.05,0.122,0.045,0.103,-0.049,0.072
1941-08-01,-0.019,0.235,0.046,0.19,0.056,0.125,0.045,0.103,-0.048,0.072
1941-09-01,-0.21,0.216,0.058,0.19,0.063,0.128,0.045,0.103,-0.048,0.072
1941-10-01,0.219,0.207,0.061,0.19,0.066,0.13,0.045,0.103,-0.047,0.072
1941-11-01,-0.026,0.206,0.066,0.19,0.068,0.133,0.045,0.103,-0.047,0.072
1941-12-01,0.194,0.203,0.065,0.19,0.07,0.136,0.042,0.103,-0.046,0.072
1942-01-01,0.338,0.204,0.052,0.19,0.073,0.138,0.043,0.104,-0.046,0.072
1942-02-01,-0.005,0.203,0.047,0.19,0.078,0.141,0.042,0.104,-0.044,0.072
1942-03-01,0.072,0.201,0.058,0.19,0.082,0.143,0.045,0.104,-0.044,0.072
1942-04-01,0.003,0.21,0.041,0.191,0.087,0.146,0.046,0.104,-0.044,0.072
1942-05-01,0.069,0.219,0.044,0.19,0.09,0.149,0.046,0.104,-0.043,0.072
1942-06-01,0.028,0.207,0.037,0.19,0.085,0.151,0.045,0.104,-0.042,0.072
1942-07-01,-0.036,0.229,0.004,0.19,0.085,0.154,0.045,0.104,-0.041,0.072
1942-08-01,-0.08,0.239,0.014,0.19,0.083,0.157,0.044,0.105,-0.039,0.072
1942-09-01,-0.077,0.22,0.004,0.19,0.083,0.16,0.042,0.105,-0.039,0.072
1942-10-01,0.02,0.209,0.014,0.19,0.085,0.162,0.041,0.105,-0.038,0.072
1942-11-01,0.008,0.205,0.014,0.19,0.084,0.165,0.041,0.105,-0.037,0.072
1942-12-01,0.103,0.204,0.009,0.191,0.084,0.168,0.041,0.105,-0.036,0.072
1943-01-01,-0.053,0.204,0.018,0.191,0.082,0.171,0.041,0.106,-0.035,0.072
1943-02-01,0.114,0.203,0.033,0.19,0.085,0.173,0.039,0.106,-0.033,0.072
1943-03-01,-0.052,0.202,0.041,0.19,0.085,0.176,0.037,0.106,-0.031,0.072
1943-04-01,0.122,0.212,0.065,0.19,0.088,0.179,0.035,0.106,-0.029,0.072
1943-05-01,0.078,0.219,0.078,0.189,0.089,0.181,0.037,0.106,-0.026,0.072
1943-06-01,-0.039,0.209,0.091,0.19,0.084,0.184,0.038,0.107,-0.024,0.072
1943-07-01,0.073,0.23,0.127,0.189,0.085,0.181,0.038,0.107,-0.022,0.072
1943-08-01,0.101,0.232,0.137,0.189,0.082,0.179,0.037,0.107,-0.02,0.072
1943-09-01,0.021,0.212,0.162,0.189,0.084,0.176,0.036,0.107,-0.018,0.072
1943-10-01,0.311,0.204,0.166,0.189,0.086,0.173,0.034,0.107,-0.017,0.072
1943-11-01,0.156,0.203,0.173,0.189,0.084,0.17,0.031,0.108,-0.015,0.072
1943-12-01,0.264,0.204,0.185,0.189,0.08,0.168,0.03,0.108,-0.013,0.072
1944-01-01,0.378,0.199,0.193,0.189,0.077,0.165,0.031,0.108,-0.013,0.072
1944-02-01,0.234,0.201,0.203,0.19,0.075,0.163,0.03,0.108,-0.013,0.072
1944-03-01,0.249,0.201,0.217,0.19,0.076,0.16,0.031,0.108,-0.012,0.072
1944-04-01,0.163,0.208,0.215,0.19,0.072,0.157,0.03,0.108,-0.01,0.072
1944-05-01,0.163,0.216,0.208,0.191,0.071,0.155,0.029,0.109,-0.01,0.072
1944-06-01,0.106,0.212,0.197,0.191,0.064,0.152,0.027,0.109,-0.009,0.072
1944-07-01,0.173,0.225,0.173,0.191,0.058,0.15,0.026,0.109,-0.009,0.072
1944-08-01,0.222,0.233,0.152,0.192,0.058,0.147,0.025,0.109,-0.009,0.072
1944-09-01,0.187,0.213,0.137,0.192,0.059,0.145,0.024,0.109,-0.008,0.072
1944-10-01,0.286,0.208,0.142,0.192,0.06,0.142,0.025,0.109,-0.008,0.072
1944-11-01,0.072,0.206,0.129,0.192,0.058,0.14,0.024,0.109,-0.007,0.072
1944-12-01,0.127,0.206,0.12,0.192,0.056,0.138,0.02,0.109,-0.007,0.071
1945-01-01,0.1,0.205,0.104,0.192,0.056,0.135,0.018,0.109,-0.005,0.071
1945-02-01,-0.027,0.205,0.104,0.192,0.056,0.133,0.014,0.109,-0.006,0.071
1945-03-01,0.077,0.203,0.097,0.192,0.055,0.131,0.012,0.109,-0.006,0.071
1945-04-01,0.215,0.21,0.092,0.191,0.057,0.129,0.01,0.109,-0.005,0.071
1945-05-01,0.008,0.218,0.086,0.19,0.058,0.127,0.009,0.109,-0.005,0.071
1945-06-01,-0.001,0.214,0.07,0.189,0.055,0.125,0.008,0.109,-0.004,0.071
1945-07-01,-0.015,0.232,0.066,0.175,0.057,0.123,0.007,0.109,-0.003,0.071
1945-08-01,0.223,0.238,0.063,0.163,0.052,0.121,0.005,0.109,-0.002,0.071
1945-09-01,0.103,0.214,0.059,0.151,0.049,0.119,0.003,0.109,-0.002,0.071
1945-10-01,0.221,0.202,0.046,0.141,0.046,0.117,0.001,0.109,-0.001,0.071
1945-11-01,0.004,0.196,0.04,0.132,0.045,0.116,-0.001,0.109,-0.001,0.071
1945-12-01,-0.068,0.199,0.023,0.124,0.046,0.114,-0.004,0.109,-0.001,0.071
1946-01-01,0.048,0.152,0.018,0.119,0.043,0.113,-0.007,0.108,0.0,0.071
1946-02-01,-0.057,0.146,-0.015,0.116,0.04,0.111,-0.011,0.107,0.001,0.071
1946-03-01,0.022,0.144,-0.034,0.117,0.037,0.11,-0.012,0.106,0.001,0.071
1946-04-01,0.068,0.153,-0.054,0.119,0.032,0.108,-0.012,0.104,0.001,0.071
1946-05-01,-0.067,0.166,-0.06,0.123,0.026,0.107,-0.011,0.103,0.001,0.071
1946-06-01,-0.204,0.156,-0.076,0.128,0.017,0.106,-0.011,0.102,0.001,0.071
1946-07-01,-0.08,0.18,-0.081,0.127,0.012,0.105,-0.011,0.101,0.001,0.071
1946-08-01,-0.17,0.19,-0.075,0.126,0.004,0.103,-0.009,0.1,0.0,0.071
1946-09-01,-0.131,0.168,-0.067,0.125,-0.001,0.102,-0.007,0.099,-0.0,0.071
1946-10-01,-0.012,0.155,-0.067,0.124,-0.006,0.101,-0.007,0.098,-0.001,0.071
1946-11-01,-0.075,0.143,-0.066,0.124,-0.01,0.1,-0.006,0.097,-0.002,0.071
1946-12-01,-0.259,0.139,-0.054,0.124,-0.016,0.1,-0.006,0.096,-0.002,0.071
1947-01-01,-0.007,0.137,-0.052,0.124,-0.022,0.099,-0.008,0.095,-0.002,0.071
1947-02-01,0.013,0.131,-0.048,0.123,-0.027,0.098,-0.006,0.094,-0.003,0.071
1947-03-01,0.117,0.133,-0.046,0.123,-0.033,0.098,-0.008,0.093,-0.002,0.071
1947-04-01,0.071,0.151,-0.035,0.123,-0.038,0.097,-0.007,0.092,-0.002,0.071
1947-05-01,-0.058,0.162,-0.023,0.123,-0.042,0.097,-0.007,0.092,-0.001,0.071
1947-06-01,-0.061,0.155,-0.007,0.123,-0.045,0.097,-0.006,0.091,-0.0,0.071
1947-07-01,-0.052,0.18,-0.001,0.122,-0.05,0.096,-0.005,0.09,-0.0,0.071
1947-08-01,-0.118,0.184,-0.016,0.123,-0.056,0.096,-0.003,0.089,0.0,0.071
1947-09-01,-0.111,0.162,-0.045,0.123,-0.059,0.096,-0.002,0.088,0.0,0.071
1947-10-01,0.122,0.149,-0.058,0.122,-0.066,0.096,-0.001,0.087,-0.0,0.071
1947-11-01,0.064,0.148,-0.05,0.122,-0.067,0.096,-0.002,0.086,-0.0,0.071
1947-12-01,-0.065,0.139,-0.043,0.121,-0.068,0.096,-0.002,0.086,0.001,0.071
1948-01-01,0.071,0.13,-0.048,0.121,-0.068,0.096,-0.001,0.085,0.002,0.071
1948-02-01,-0.173,0.131,-0.043,0.12,-0.074,0.097,-0.0,0.084,0.002,0.07
1948-03-01,-0.227,0.135,-0.047,0.119,-0.079,0.097,0.001,0.083,0.002,0.07
1948-04-01,-0.095,0.145,-0.059,0.118,-0.086,0.097,0.003,0.082,0.002,0.07
1948-05-01,0.043,0.154,-0.081,0.118,-0.091,0.098,0.004,0.082,0.003,0.07
1948-06-01,0.026,0.149,-0.101,0.117,-0.093,0.098,0.006,0.081,0.003,0.07
1948-07-01,-0.111,0.168,-0.1,0.116,-0.1,0.097,0.007,0.081,0.004,0.07
1948-08-01,-0.061,0.17,-0.103,0.114,-0.105,0.096,0.007,0.08,0.004,0.07
1948-09-01,-0.155,0.147,-0.091,0.112,-0.108,0.095,0.008,0.079,0.003,0.07
1948-10-01,-0.03,0.14,-0.091,0.111,-0.11,0.094,0.006,0.079,0.002,0.07
1948-11-01,-0.195,0.14,-0.102,0.109,-0.106,0.094,0.005,0.078,0.002,0.07
1948-12-01,-0.3,0.129,-0.125,0.107,-0.101,0.093,0.004,0.078,0.003,0.07
1949-01-01,0.079,0.116,-0.131,0.106,-0.099,0.092,-0.001,0.077,0.004,0.07
1949-02-01,-0.204,0.117,-0.135,0.104,-0.093,0.091,-0.003,0.077,0.004,0.07
1949-03-01,-0.087,0.114,-0.135,0.103,-0.089,0.09,-0.006,0.076,0.006,0.07
1949-04-01,-0.102,0.128,-0.134,0.101,-0.085,0.089,-0.008,0.076,0.007,0.07
1949-05-01,-0.086,0.141,-0.129,0.098,-0.084,0.088,-0.009,0.075,0.007,0.07
1949-06-01,-0.249,0.13,-0.109,0.097,-0.076,0.087,-0.01,0.075,0.007,0.07
1949-07-01,-0.177,0.154,-0.136,0.095,-0.073,0.086,-0.013,0.075,0.007,0.07
1949-08-01,-0.109,0.159,-0.147,0.094,-0.071,0.085,-0.015,0.074,0.008,0.07
1949-09-01,-0.162,0.134,-0.15,0.092,-0.074,0.084,-0.018,0.074,0.007,0.07
1949-10-01,-0.02,0.118,-0.159,0.091,-0.074,0.083,-0.019,0.074,0.008,0.07
1949-11-01,-0.134,0.112,-0.157,0.09,-0.071,0.082,-0.018,0.073,0.007,0.07
1949-12-01,-0.061,0.11,-0.138,0.088,-0.069,0.081,-0.02,0.073,0.006,0.07
1950-01-01,-0.235,0.1,-0.126,0.087,-0.066,0.08,-0.019,0.073,0.005,0.07
1950-02-01,-0.344,0.1,-0.131,0.086,-0.062,0.08,-0.02,0.073,0.005,0.07
1950-03-01,-0.121,0.096,-0.133,0.085,-0.058,0.079,-0.023,0.072,0.004,0.07
1950-04-01,-0.204,0.111,-0.145,0.084,-0.059,0.078,-0.026,0.072,0.003,0.069
1950-05-01,-0.071,0.119,-0.162,0.083,-0.062,0.077,-0.027,0.072,0.002,0.069
1950-06-01,-0.023,0.114,-0.173,0.082,-0.059,0.076,-0.028,0.072,0.002,0.069
1950-07-01,-0.027,0.134,-0.181,0.081,-0.059,0.075,-0.028,0.072,0.001,0.069
1950-08-01,-0.169,0.128,-0.186,0.08,-0.053,0.074,-0.029,0.072,0.002,0.069
1950-09-01,-0.191,0.117,-0.188,0.079,-0.047,0.073,-0.031,0.072,0.002,0.069
1950-10-01,-0.164,0.106,-0.173,0.078,-0.041,0.073,-0.033,0.072,0.002,0.069
1950-11-01,-0.338,0.092,-0.156,0.078,-0.037,0.072,-0.035,0.072,0.001,0.069
1950-12-01,-0.186,0.1,-0.146,0.077,-0.033,0.071,-0.036,0.072,0.001,0.069
1951-01-01,-0.331,0.084,-0.139,0.075,-0.029,0.071,-0.037,0.072,0.002,0.068
1951-02-01,-0.405,0.086,-0.109,0.075,-0.026,0.07,-0.038,0.071,0.002,0.068
